reality	'300.0/(1+(x-30)**2/15**2)+200.0/(1+(x-150)**2/20**2)'
ex	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ey	array([ 14.83549309,   8.68861365,  13.68048   ,   5.4732995 ,
        11.49137692,   8.41941054,   8.54280791,  12.33073441,
         8.90285703,  14.6186779 ,   5.62439333,  13.57593993,
        10.31781504,  12.51623606,   9.45638259,   7.4243897 ,
         9.88563578,  12.2086853 ,  10.55892774,   6.53039208,
         8.90155057,   7.37529664,   9.71314794,   7.97615859,
        12.98212725,   7.91433775,   7.23769042,   7.81967631,
         9.76633417,   8.0752234 ,  14.81057567,   8.98263143,
         9.42009829,   5.02191882,   6.65227703,  10.14407125,
         5.70169217,  10.90623723,  12.3239828 ,  14.81353812,
         6.56872641,   9.14495104,   5.44712295,   7.13411494,
         9.80300436,  10.03969311,   6.44895833,  14.62407335,
         9.01299921,   5.74239207,   8.29105431,  11.97783155,
        14.72842671,  12.81533184,  11.06354979,   8.70150773,
         7.89414963,   9.10038861,   6.38194513,  10.08836678,
        10.22986279,  10.38294621,  11.69917901,  11.34558029,
         6.30605781,  13.480033  ,   9.77206023,  10.2387509 ,
        12.32893982,   9.52918621,   9.54759801,   9.70763302,
         5.08033941,   9.14271471,   9.7566864 ,   6.04869657,
         6.13485131,   6.27204689,  10.58160228,  14.48606159,
        14.16319341,  10.05764858,  13.67003366,  12.0115659 ,
        13.31181482,  10.65753452,  13.89613107,  11.7828367 ,
         5.66310097,   9.40373387,   9.07574105,  14.10551766,
         6.49036966,  14.70294485,   7.5485113 ,  14.83232736,
        12.38685969,   6.09938075,  13.56117533,   8.77619507])
xdistribution	'normal'
ydistribution	'normal'

x	y	ey	ex
1.0	42.1161828506	14.8354930923	0
3.0101010101	79.0542792357	8.68861365317	0
5.0202020202	84.9307668317	13.6804799958	0
7.0303030303	98.0660152039	5.47329949982	0
9.0404040404	111.418750205	11.4913769184	0
11.0505050505	114.216942122	8.41941054372	0
13.0606060606	127.106097822	8.54280790817	0
15.0707070707	149.68480744	12.3307344051	0
17.0808080808	184.250923834	8.9028570343	0
19.0909090909	209.120125074	14.6186778987	0
21.101010101	226.557897869	5.62439333462	0
23.1111111111	266.337026785	13.575939935	0
25.1212121212	281.092117827	10.3178150351	0
27.1313131313	307.930221747	12.5162360551	0
29.1414141414	309.98345037	9.45638258841	0
31.1515151515	306.593328642	7.42438970406	0
33.1616161616	289.831052334	9.88563578492	0
35.1717171717	255.682088971	12.208685297	0
37.1818181818	256.429487459	10.55892774	0
39.1919191919	224.608079383	6.5303920826	0
41.202020202	198.17261955	8.90155056755	0
43.2121212121	179.87922844	7.37529663533	0
45.2222222222	137.524944283	9.71314793732	0
47.2323232323	134.139148593	7.97615858725	0
49.2424242424	156.520167339	12.9821272473	0
51.2525252525	103.190485067	7.91433775139	0
53.2626262626	101.682765874	7.23769041507	0
55.2727272727	82.602948075	7.81967630535	0
57.2828282828	73.3523255613	9.76633416854	0
59.2929292929	69.9452010498	8.07522339603	0
61.303030303	69.2053224235	14.8105756695	0
63.3131313131	55.5047559019	8.98263143097	0
65.3232323232	52.8359191468	9.42009829406	0
67.3333333333	46.7976932861	5.02191881685	0
69.3434343434	43.8339913258	6.65227702785	0
71.3535353535	44.3826470533	10.1440712528	0
73.3636363636	40.2573662416	5.70169217024	0
75.3737373737	41.0791256973	10.9062372308	0
77.3838383838	57.8859387994	12.3239828023	0
79.3939393939	29.7811190377	14.8135381161	0
81.404040404	33.5241330477	6.56872640544	0
83.4141414141	29.164890637	9.14495104218	0
85.4242424242	40.100576971	5.44712295073	0
87.4343434343	40.6135391474	7.13411493569	0
